policy_number,policy_title,type,version,link
1312.4,Williams Uniform Complaint Procedures,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=slshF2oaIyZVN99Rur5KPkhtg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1312.4,Williams Uniform Complaint Procedures,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=oBM5a1OEplusv5ewEoHrMslshweg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1312.4-E(1),Williams Uniform Complaint Procedures,E,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=ZuhXSKHR0gzJ8OEXEin9IQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1312.4-E(1),Williams Uniform Complaint Procedures,E,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=jZnLMd4slsheSKWE10b3Zv0IQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1312.4-E(2),Williams Uniform Complaint Procedures,E,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=ScaM6gIvuLotBkFWcBpZxg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1312.4-E(2),Williams Uniform Complaint Procedures,E,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=7XcY6NwCsxIQZiDdtMfl8w==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1313,Civility,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=Pz747woeqz3QeDt3WOvLJQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1313,Civility,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=DP5V63NNFSc8Umj7XORkBg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1321,Solicitation Of Funds From And By Students,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=1pRSEws1lpw8E3YEKb9t6g==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1321,Solicitation Of Funds From And By Students,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=JkyplusxJn9plusjXslshtsqvBex10g==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1321,Solicitation Of Funds From And By Students,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=ZS8py4awlhtacSplus5LB9RkQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1321,Solicitation Of Funds From And By Students,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=EsslshgpPPHkz4Rxxji2BmqVw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1325,Advertising And Promotion,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=U78sjpGrslshA1GZ2mCaL0IJA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1325,Advertising And Promotion,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=EZFuF2W6cslshgOzb1cipG7IQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1330,Use Of School Facilities,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=w0a5ytislScJUsaslshWfDGug==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1330,Use Of School Facilities,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=xIXPwtwIFZ5jbgyOtQQz1w==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1330,Use Of School Facilities,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=h4lgDVjUFIV2SWA2ukfhIg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1330,Use Of School Facilities,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=roBFFDiD5Qvm1a76NKKHyA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1330.1,Joint Use Agreements,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=7ntsrKCx7tFNutF1HX5uDg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1330.1,Joint Use Agreements,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=yOSj0uhEvtqVQJvtaYU5yw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1340,Access To District Records,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=XoNnNKz7X7flgjpMjrykTQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1340,Access To District Records,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=mXdupluspNJbmFf0OslshX1UuplusAw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1340,Access To District Records,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=yp2Xs4WdlN3EpKrfBDuDXg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1340,Access To District Records,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=b6BtbPc7AcnbC7YV5slshaJkA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1400,Relations Between Other Governmental Agencies And The Schools,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=6crtoZnSo8I7OhItGvkz8w==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1400,Relations Between Other Governmental Agencies And The Schools,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=WKHhslshWDWNtQYwaf1TnmplusqA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1431,Waivers,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=T1oLq1AInUslsh14cwxTrxjTQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1431,Waivers,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=oTXyATfbG7B1Ix0lSHOc1g==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1700,Relations Between Private Industry And The Schools,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=x9XI3X7lqxaRawplus9fba0AA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
1700,Relations Between Private Industry And The Schools,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=WU8Sboae54plusqHHPFslsh28uslshA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
2000,Concepts And Roles,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=x0xoV6DDq66j8km17pQplusuQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
2000,Concepts And Roles,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=UwDqplusBMnxYTLSgZzDPgSuQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
2110,Superintendent Responsibilities And Duties,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=3TAqv82HTXCQhYIGejtRbw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
2110,Superintendent Responsibilities And Duties,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=Iea1lzPtxqdqAlR53plusQhplusg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
2111,Superintendent Governance Standards,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=QGaoUxnpwGjvO4go1wyWaA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
2111,Superintendent Governance Standards,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=1FvjNdRoibSXwplusq3s7osmA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
2120,Superintendent Recruitment And Selection,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=fxa3xGm4OiQD8GdkEu3OSg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
2120,Superintendent Recruitment And Selection,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=HTEplussjcNWYWPmtQ19ZFWKQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
2121,Superintendent's Contract,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=KrttuslshyYrslshuORe5BuogPYw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
2121,Superintendent's Contract,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=svMKkpluspwslshBxtV0ghnaKoMA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
2140,valuation Of The Superintendent,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=PND9XsTsplusxLcjkxBMhl7mw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
2140,valuation Of The Superintendent,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=t5Wn0ctAx7SINjuCYD69FQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
2230,Representative And Deliberative Groups,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=M5X330ForrfyLXzgQIUTHw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
2230,Representative And Deliberative Groups,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=NY17HaUxowk7cPnbPNge0A==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3000,Concepts And Roles,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=NsilPhtUFcsxPDGTMbRELg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3000,Concepts And Roles,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=IyZ60dcAEecrNhg6rN4FUQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3100,Budget,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=skslshjhzyJpluspSAh4wWrCrZJg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3100,Budget,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=QoeFJB8CQlUozwsDxDeslsh3w==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3100,Budget,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=sT6HNA0aiWV2eNZ9Zjfwbg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3100,Budget,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=Nk612VmPh5SjplusT9JBcplusKvg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3110,Transfer Of Funds,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=ogFAojrGdbvCRWQmHglbcw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3110,Transfer Of Funds,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=slshSsplusEvrzFHZ1T7plusRARKynQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3230,Federal Grant Funds,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=XAFhQWeqFewN4fDfjRslshphw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3230,Federal Grant Funds,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=wvX5xqpB3H6uplusXbslshpCAVbw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3230,Federal Grant Funds,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=cEtQ0ojmE3iTYwd4XCslshD8Q==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3230,Federal Grant Funds,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=1vbKtRA0baAslshiT2GBBxYrw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3260,Fees And Charges,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=fXKkovbtIV7YJxwiebI2Eg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3260,Fees And Charges,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=IOS95yhpkxxPx8hwslshYsQ4Q==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3260,Fees And Charges,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=LeplusV5KoezSkpSJrwCciVlQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3260,Fees And Charges,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=KBKkzcSoDqTM9IEyXeXIbg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3270,"Sale And Disposal Of Books, quipment And Supplies",BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=CX5oXplusQPquGyZxaKplusslshIWnA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3270,"Sale And Disposal Of Books, quipment And Supplies",BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=WAKRwjLfAlzGqlCXvEOugQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3270,"Sale And Disposal Of Books, quipment And Supplies",AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=gFfj1GO2TUplusNNZIEbojN2A==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3270,"Sale And Disposal Of Books, quipment And Supplies",AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=vDChSHSnI36JdM4D4fMHTw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3280,Sale Or Lease Of District-Owned Real Property,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=n3gqE2X6nslshBP6KSGplusdrSeA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3280,Sale Or Lease Of District-Owned Real Property,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=4f9A6Hpn8zmRQ0XgzAgzow==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3280,Sale Or Lease Of District-Owned Real Property,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=efWslsh5m4YyyA9oWFhwHYYplusw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3280,Sale Or Lease Of District-Owned Real Property,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=1axpPzUjj4lhwMix0zyHMg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3290,"Gifts, Grants And Bequests",BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=n8DcxZzD3td3ad3WeJYdplusA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3290,"Gifts, Grants And Bequests",BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=cBsHUFoBFtTleplusljSv40Ww==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3300,xpenditures And Purchases,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=unav1plus0C2KQEERLfhMKHLQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3300,xpenditures And Purchases,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=EAbWZD04QWDma6T94Jz00Q==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3300,xpenditures And Purchases,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=kZvhBqbqzXdSWGTMsjQxcQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3311,Bids,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=e5kplusQHXdJQuHf9a8CPWuSQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3311,Bids,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=oAa2slshgKPCyBUTUBoTyyXSQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3311,Bids,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=Im87QerkUeav6TzV7O5Wwg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3311,Bids,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=kn5KsR8vFj6yvGtAAyIe6g==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3311.1,Uniform Public Construction Cost Accounting Procedures,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=ZGwUT6aD5dUIFixnUfkTDg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3311.1,Uniform Public Construction Cost Accounting Procedures,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=Wpn5fBibDS1OiBNUW6YbyQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3311.1,Uniform Public Construction Cost Accounting Procedures,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=Vx5pAplusZ8wMOUlKTjbOv0kw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3311.1,Uniform Public Construction Cost Accounting Procedures,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=jaNaBQdcnkfkjNEwGbKbslshg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3311.2,Lease-Leaseback Contracts,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=fa2NCjy7DFUCxWplus9ilkrbg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3311.2,Lease-Leaseback Contracts,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=0N7jOLw4EpWBRBEWlw0wrw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3311.3,Design-Build Contracts,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=u40u4NQ6Bsyt6P6b4h6zuA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3311.3,Design-Build Contracts,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=LslshbCkNZUgl90ebRWxRplusEeA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3311.4,Procurement Of Technological quipment,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=gZRG4AbtslshztMqAe9Islsh1aDA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3311.4,Procurement Of Technological quipment,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=slshFHzeJ1mP1aRGGNPtUcslshvQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3312,Contracts,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=4GjA7slshR6plusuuznv50hhK8tA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3312,Contracts,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=jCwyabLkpPfsquSCKd2ZUw==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3312.2,ducational Travel Program Contracts,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=XrQ9GAUelU1BMox88laEtg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3312.2,ducational Travel Program Contracts,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=plus1BeZYFHmHLVNmYMtZsl0g==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3314,Payment For Goods And Services,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=aew41jdkuoT2J1NAbWYuww==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3314,Payment For Goods And Services,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=VRmc0KfPW7P8eU8IDzG9FA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3314,Payment For Goods And Services,AR,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=TVCdHIFbPVZ7njncpHOnBg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3314,Payment For Goods And Services,AR,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=y2pzH2zlnS2WLRvslshOiP5eg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3314.2,Revolving Funds,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=XpxRYlF6U4JnC3ZMP2khKg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3314.2,Revolving Funds,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=MXgWU2OrzLREcGBxfTzycA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3320,Claims And Actions Against The District,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=YilplusIHUekexxslshMlmAE905Q==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3320,Claims And Actions Against The District,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=7yXySOWW8aMabUmZfRIwKg==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3350,Travel xpenses,BP,Current,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=o2KL9F9mjb0DcD4slshXslshjgbA==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
3350,Travel xpenses,BP,Proposed,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030508&revid=7fZ8nvE1Gf3KEccRgi8cQQ==&ptid=rN1rk9wifRtPN8VSRCplusNnw==&secid=&PG=6&IRP=0&isPndg=false
